Timestamp,1. Age,2. Gender,3. Education,4. Daily internet usage,5. I spend a lot of time online daily,6. I frequently use social media.,"7. I use the internet for study, communication, and entertainment",8. I often use public Wi-Fi,"9. I download software, audio/video/images or files regularly",10. I know the cyber threats,11. I understand risks of unknown links,12. I know how sensitive information can be stolen,13. I know how the social media privacy settings,14. I know strong passwords are important,15. I know public Wi-Fi is risky,16. I know about computer viruses,17. I can spot suspicious messages,18. I know about ecommerce and online transaction,19. I know how to change privacy setting.,"20. I can identify fake software/Apps, websites and weblinks",21. I know how to secure my accounts,22. I know how to protect my personal information,23. I use strong passwords,24. I avoid unknown links.,"25. I don't share OTP, passwords and sensitive information to other",26. I update softwares / apps regularly,27. I use two-factor authentication (2FA) and secure privacy settings,28. I log-out the account from shared devices,29. I avoid unsafe downloads,30. I use antivirus and secure VPN,31. I share cyber knowledge to people who don't know about it.,"32. Even if I know risks, I ignore them.",33. I keep same password on multiple platforms,34. I click on links without checking them,35. I accept terms and conditions of software/apps without studying properly,36. Cybersecurity is not important for me,37. I receive suspicious messages or links,"38. I have faced cyber risks (fraud, scams, hacking)",39. Cyber incidents affected me or someone I know,40. I feel unsafe using the internet sometimes,41. Cybersecurity awareness is important,College name,Faculty,Scheme
11/06/2026 23:26:39,16,Male,11th,0-2 Hours,Neutral,Agree,Agree,Strongly disagree,Disagree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,Agree,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly Agree,NAST,General Management,Non-Technical
11/06/2026 23:29:43,18,Male,11th,2-4 Hours,Disagree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,Neutral,Strongly disagree,Strongly Agree,NAST,Bio Science,Non-Technical
11/06/2026 23:29:52,18,Male,11th,More than 6 Hours,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly Agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,NAST,General Management,Non-Technical
11/06/2026 23:33:54,18,Male,11th,4-6 Hours,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly agree,Strongly Agree,NAST,Computer Science,Technical
11/06/2026 23:33:55,18,Male,11th,2-4 Hours,Neutral,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,NAST,General Management,Non-Technical
11/06/2026 23:34:09,17,Female,11th,4-6 Hours,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Neutral,Strongly Agree,NAST,Bio Science,Non-Technical
11/06/2026 23:35:19,17,Male,11th,More than 6 Hours,Strongly agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Disagree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly Agree,Neutral,Strongly agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Strongly disagree,Disagree,Agree,Strongly disagree,Neutral,Disagree,Agree,Disagree,NAST,Computer Science,Technical
11/06/2026 23:36:35,19,Female,11th,2-4 Hours,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,NAST,General Management,Non-Technical
11/06/2026 23:36:56,18,Male,11th,2-4 Hours,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,NAST,Computer Science,Technical
11/06/2026 23:38:22,17,Female,11th,4-6 Hours,Strongly agree,,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,NAST,Bio Science,Non-Technical
11/06/2026 23:38:39,19,Male,11th,4-6 Hours,Agree,Agree,Neutral,Strongly disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly agree,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Strongly agree,Strongly Agree,NAST,Computer Science,Technical
11/06/2026 23:39:21,17,Female,11th,2-4 Hours,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Agree,NAST,General Management,Non-Technical
11/06/2026 23:41:47,17,Male,11th,2-4 Hours,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly disagree,Neutral,Agree,Neutral,Agree,Agree,NAST,General Management,Non-Technical
11/06/2026 23:41:56,17,Male,11th,4-6 Hours,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Disagree,Neutral,Strongly agree,Neutral,Strongly Agree,Neutral,Strongly disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,NAST,Bio Science,Non-Technical
11/06/2026 23:43:59,17,Female,11th,2-4 Hours,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly Agree,NAST,General Management,Non-Technical
11/06/2026 23:46:02,17,Female,11th,2-4 Hours,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Agree,Agree,Strongly Agree,NAST,Bio Science,Non-Technical
11/06/2026 23:46:15,18,Male,11th,2-4 Hours,Neutral,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly Agree,Agree,Strongly agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Neutral,Agree,NAST,General Management,Non-Technical
11/06/2026 23:48:07,17,Male,11th,4-6 Hours,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NAST,General Management,Non-Technical
11/06/2026 23:49:28,16,Female,11th,4-6 Hours,Strongly agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Neutral,Disagree,Agree,Strongly agree,Strongly Agree,NAST,Bio Science,Non-Technical
11/06/2026 23:52:20,17,Female,11th,0-2 Hours,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Neutral,Neutral,Disagree,Agree,Strongly Agree,NAST,Bio Science,Non-Technical
11/06/2026 23:55:10,17,Female,11th,2-4 Hours,Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Strongly agree,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Strongly Agree,NAST,Bio Science,Non-Technical
11/06/2026 23:58:02,18,Male,11th,2-4 Hours,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,NAST,Bio Science,Non-Technical
12/06/2026 00:01:50,16,Female,11th,2-4 Hours,Neutral,Agree,Agree,Agree,Neutral,,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly agree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly agree,Agree,,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,NAST,Bio Science,Non-Technical
12/06/2026 00:05:58,18,Female,11th,4-6 Hours,Strongly agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Agree,NAST,Bio Science,Non-Technical
12/06/2026 00:08:36,17,Male,11th,4-6 Hours,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,NAST,Bio Science,Non-Technical
12/06/2026 15:33:55,18,Male,11th,0-2 Hours,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly agree,Strongly Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Agree,,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,AVN,General Management,Non-Technical
12/06/2026 15:38:23,17,Female,11th,4-6 Hours,Neutral,Agree,Strongly Agree,Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Disagree,Strongly disagree,Disagree,Strongly Agree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Agree,Neutral,Strongly disagree,Agree,Neutral,Agree,AVN,General Management,Non-Technical
12/06/2026 15:42:33,16,Female,11th,2-4 Hours,Neutral,Agree,Agree,Neutral,Neutral,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Agree,Disagree,Disagree,,Strongly agree,Agree,Neutral,Strongly Agree,Strongly agree,Agree,Disagree,Strongly Agree,Strongly disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Strongly agree,Neutral,Neutral,Neutral,AVN,General Management,Non-Technical
12/06/2026 15:46:04,16,Female,11th,0-2 Hours,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Agree,Strongly Agree,Neutral,Strongly disagree,Disagree,Neutral,Strongly disagree,Agree,Agree,Neutral,Agree,Agree,,Agree,Strongly disagree,Neutral,Agree,Disagree,Agree,Neutral,AVN,General Management,
12/06/2026 15:49:38,17,Female,11th,More than 6 Hours,Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,AVN,General Management,Non-Technical
12/06/2026 15:53:45,18,Female,11th,0-2 Hours,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,AVN,General Management,Non-Technical
12/06/2026 15:57:48,18,Male,11th,4-6 Hours,Disagree,Agree,Strongly Agree,Strongly disagree,Neutral,Agree,Strongly Agree,Agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Strongly Agree,Strongly disagree,Strongly Agree,AVN,General Management,Non-Technical
12/06/2026 16:01:16,17,Male,11th,0-2 Hours,Disagree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Strongly agree,Strongly Agree,Strongly agree,Disagree,Neutral,Neutral,Agree,Agree,Strongly disagree,Strongly Agree,,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly Agree,AVN,Hotel Management,Non-Technical
12/06/2026 16:03:59,16,Male,11th,0-2 Hours,Agree,Disagree,Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly agree,Strongly Agree,Agree,Strongly disagree,Neutral,Agree,Neutral,Agree,Neutral,Stongly disagree,Strongly agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Strongly agree,Strongly Agree,Agree,Agree,AVN,General Management,Non-Technical
12/06/2026 16:06:36,16,Male,11th,0-2 Hours,Agree,Disagree,Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly agree,Strongly Agree,Agree,Strongly disagree,Neutral,Agree,Neutral,Agree,Neutral,Stongly disagree,Strongly agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Strongly agree,Strongly Agree,Agree,Agree,AVN,General Management,Non-Technical
12/06/2026 16:08:48,16,Female,11th,0-2 Hours,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Agree,Strongly agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,AVN,General Management,
12/06/2026 16:11:39,18,Male,11th,0-2 Hours,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly agree,Agree,Agree,Disagree,Agree,,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,AVN,General Management,Non-Technical
12/06/2026 16:14:36,17,Male,11th,0-2 Hours,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly Agree,Stongly disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly Agree,AVN,General Management,Non-Technical
12/06/2026 16:18:08,18,Male,11th,0-2 Hours,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly agree,Strongly Agree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,AVN,General Management,Non-Technical
12/06/2026 16:21:05,18,Male,11th,0-2 Hours,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly agree,Strongly Agree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,,Agree,Disagree,Neutral,Agree,Agree,Neutral,Agree,AVN,General Management,Non-Technical
12/06/2026 16:24:06,17,Male,11th,0-2 Hours,Agree,Strongly Agree,Strongly disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Strongly disagree,Strongly Agree,Strongly disagree,Disagree,AVN,General Management,Non-Technical
12/06/2026 16:28:10,16,Female,11th,2-4 Hours,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,AVN,General Management,Non-Technical
12/06/2026 16:31:23,18,Male,11th,2-4 Hours,Neutral,Agree,Strongly Agree,Strongly disagree,Strongly Agree,Disagree,Strongly Agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly Agree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly Agree,Agree,Strongly agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Strongly Agree,Strongly disagree,Agree,Neutral,Strongly disagree,AVN,General Management,Non-Technical
12/06/2026 16:33:34,17,Female,11th,0-2 Hours,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,AVN,General Management,Non-Technical
12/06/2026 16:36:22,17,Female,11th,0-2 Hours,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,AVN,General Management,Non-Technical
12/06/2026 16:40:28,17,Female,11th,0-2 Hours,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly agree,Agree,AVN,General Management,Non-Technical
12/06/2026 16:44:33,17,Female,11th,2-4 Hours,Disagree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,AVN,Hotel Management,Non-Technical
12/06/2026 16:47:22,17,Female,11th,0-2 Hours,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,AVN,General Management,Non-Technical
12/06/2026 20:55:32,17,Male,11th,4-6 Hours,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,NAST,Computer Science,Technical
12/06/2026 20:57:35,18,Male,11th,2-4 Hours,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly Agree,Agree,Strongly agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly Agree,NAST,Computer Science,Technical
12/06/2026 20:59:12,17,Male,11th,0-2 Hours,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Neutral,,NAST,Computer Science,Technical
12/06/2026 21:00:41,18,Male,11th,2-4 Hours,Neutral,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly Agree,NAST,Computer Science,Technical
12/06/2026 21:01:55,17,Male,11th,2-4 Hours,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Strongly agree,Neutral,Agree,Disagree,Strongly disagree,Strongly Agree,NAST,Computer Science,Technical
12/06/2026 21:04:36,19,Other,11th,More than 6 Hours,Neutral,Neutral,Disagree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,NAST,Bio Science,Technical
12/06/2026 21:06:29,17,Female,11th,0-2 Hours,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,NAST,Bio Science,Technical
12/06/2026 21:07:48,17,Female,11th,2-4 Hours,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly agree,Strongly Agree,NAST,Bio Science,Technical
